processid,sampleid,recordID,catalognum,fieldnum,institution_storing,collection_code,bin_uri,phylum_taxID,phylum_name,class_taxID,class_name,order_taxID,order_name,family_taxID,family_name,subfamily_taxID,subfamily_name,genus_taxID,genus_name,species_taxID,species_name,subspecies_taxID,subspecies_name,identification_provided_by,identification_method,identification_reference,tax_note,voucher_status,tissue_type,collection_event_id,collectors,collectiondate_start,collectiondate_end,collectiontime,collection_note,site_code,sampling_protocol,lifestage,sex,reproduction,habitat,associated_specimens,associated_taxa,extrainfo,notes,lat,lon,coord_source,coord_accuracy,elev,depth,elev_accuracy,depth_accuracy,country,province_state,region,sector,exactsite,image_ids,image_urls,media_descriptors,captions,copyright_holders,copyright_years,copyright_licenses,copyright_institutions,photographers
GBAP11917-19,MH270209,9707293,,MH270209,"Mined from GenBank, NCBI",NA,BOLD:ACI2647,18,Chordata,50,Amphibia,219,Anura,1384,Bufonidae,NA,,669837,Amazophrynella,759148,Amazophrynella vote,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBAP11929-19,MH270280,9707305,,MH270280,"Mined from GenBank, NCBI",NA,,18,Chordata,50,Amphibia,219,Anura,1384,Bufonidae,NA,,669837,Amazophrynella,903528,Amazophrynella xinguensis,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBAP12080-19,MG840895,9707456,,MG840895,"Mined from GenBank, NCBI",NA,BOLD:ACC6298,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,751120,Cophomantinae,779987,Boana,905027,Boana aff. semilineata sp. 1 PP-2018,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBAP12093-19,MG840908,9707469,,MG840908,"Mined from GenBank, NCBI",NA,BOLD:AEH7379,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,751120,Cophomantinae,779987,Boana,904994,Boana geographica,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBAP19335-19,MK458593,10816449,CFBH:43298,,"Mined from GenBank, NCBI",NA,BOLD:ACI0808,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,397552,Adenomera,669845,Adenomera araucaria,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBAP3303-13,KC603997,3617446,MCP10769,,"Mined from GenBank, NCBI",NA,BOLD:ACI0808,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,397552,Adenomera,669845,Adenomera araucaria,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,Rio Grande do Sul,"Rio Grande do Sul,Sao Francisco de Paula Aratinga",NA,,NA,,,NA,,NA,,,
GBAP3902-13,JX298372,3635949,ITH0938,,"Mined from GenBank, NCBI",NA,BOLD:ACF8820,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,608947,Paratelmatobiinae,257743,Paratelmatobius,519351,Paratelmatobius mantiqueira,NA,NA,,NA,"Pombal and Haddad, 1999",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,Sao Paulo,Sp Sao Bernardo,NA,,NA,,,NA,,NA,,,
GBAP3924-13,JX298347,3635971,MTR19141,,"Mined from GenBank, NCBI",NA,BOLD:ACH7182,18,Chordata,50,Amphibia,219,Anura,182238,Eleutherodactylidae,475396,Phyzelaphryninae,669835,Phyzelaphryne,669836,Phyzelaphryne miriamae,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,Amazonas,"Moio Bamba Am,Margem Direita Rio Purus",NA,,NA,,,NA,,NA,,,
GBAP4293-13,JQ627308,3642820,JQ627308,JQ627308,"Mined from GenBank, NCBI",NA,BOLD:ACA3343,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,518638,Leiuperinae,34380,Physalaemus,257840,Physalaemus centralis,NA,NA,,NA,"Bokermann, 1962",NA,,,NA,K. Rodriguez-C,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-21.98,-47.87,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBAP7921-19,KF674752,9703297,,KF674752,University of Guelph,NA,,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,397552,Adenomera,759132,Adenomera sp. J,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBAP8051-19,KF674618,9703427,,KF674618,University of Guelph,NA,,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,397552,Adenomera,474674,Adenomera hylaedactyla,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBAP9973-19,KM024393,9705349,,KM024393,University of Guelph,NA,,18,Chordata,50,Amphibia,219,Anura,25169,Microhylidae,267101,Gastrophryninae,103289,Elachistocleis,903417,Elachistocleis magnus,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-8.533,-61.474,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMIN92198-17,KU184053,8432578,,KU184053,"Mined from GenBank, NCBI",NA,BOLD:ADK7720,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,751120,Cophomantinae,257800,Aplastodiscus,527563,Aplastodiscus ehrhardti,NA,NA,,NA,"(Müller, 1924)",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,"Santa Catarina, Campo Alegre",NA,,NA,,,NA,,NA,,,
GBMIN92684-17,KX698000,8433064,,KX698000,"Mined from GenBank, NCBI",NA,BOLD:ACA3457,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,751120,Cophomantinae,112096,Hypsiboas,246339,Hypsiboas crepitans,NA,NA,,NA,"Wied-Neuwied, 1824",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,"Minas Gerais, Jaboticatubas",NA,,NA,,,NA,,NA,,,
GBMNA13948-19,KY962391,9631041,,KY962391,"Mined from GenBank, NCBI",NA,BOLD:ACA3438,18,Chordata,50,Amphibia,219,Anura,1384,Bufonidae,NA,,83109,Melanophryniscus,257781,Melanophryniscus moreirae,NA,NA,,NA,"Miranda-Ribeiro, 1920",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMNB2039-20,MN900808,11547732,ZUFRJ13M103,,"Mined from GenBank, NCBI",NA,BOLD:AED1617,18,Chordata,50,Amphibia,219,Anura,257745,Brachycephalidae,NA,,494868,Ischnocnema,982922,Ischnocnema sp. LN3,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMNB2324-20,MT036167,11548017,CFBH36002,,"Mined from GenBank, NCBI",NA,BOLD:ACA3667,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,397552,Adenomera,608937,Adenomera marmorata,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-23.4178,-45.0383,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMNC75336-20,MN953325,12486666,SMNS 14191,MN953325,"Mined from GenBank, NCBI",NA,BOLD:ACD4109,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,101478,Hylinae,4292,Hyla,1005298,Hyla helenae,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMNC75890-20,MN866487,12487220,DT3307,MN866487,"Mined from GenBank, NCBI",NA,BOLD:AEF9683,18,Chordata,50,Amphibia,219,Anura,1384,Bufonidae,NA,,112082,Rhinella,759201,Rhinella magnussoni,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMNC75907-20,MN866470,12487237,DT3255,MN866470,"Mined from GenBank, NCBI",NA,BOLD:AEG4370,18,Chordata,50,Amphibia,219,Anura,1384,Bufonidae,NA,,112082,Rhinella,NA,,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMNC75950-20,MT956676,12487280,MCP_13908,MT956676,"Mined from GenBank, NCBI",NA,BOLD:AEG2527,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,397552,Adenomera,NA,,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMNC75957-20,MT956669,12487287,MCP_13888,MT956669,"Mined from GenBank, NCBI",NA,BOLD:AEG2527,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,397552,Adenomera,NA,,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMNC76362-20,MT483196,12487692,CFBH26580,MT483196,"Mined from GenBank, NCBI",NA,BOLD:ACN5498,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,101478,Hylinae,123207,Dendropsophus,527596,Dendropsophus oliveirai,NA,NA,,NA,"Bokermann, 1963",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND1171-21,MT496221,12719753,CHUNB51781,,"Mined from GenBank, NCBI",NA,BOLD:ABY6883,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,494871,Leptodactylus macrosternum,NA,NA,,NA,"Miranda-Ribeiro, 1926",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-7.33636,-47.4535,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND1189-21,MT496001,12719771,AAGARDA11580,,"Mined from GenBank, NCBI",NA,BOLD:ABY6883,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,494871,Leptodactylus macrosternum,NA,NA,,NA,"Miranda-Ribeiro, 1926",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-9.27769,-43.3293,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND1257-21,MT495968,12719839,AAGARDA09084,,"Mined from GenBank, NCBI",NA,BOLD:ACA4464,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,NA,,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-12.1287,-40.3553,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND1373-21,MT583110,12719955,MAP_T3125,,"Mined from GenBank, NCBI",NA,BOLD:ACF8333,18,Chordata,50,Amphibia,219,Anura,25169,Microhylidae,267101,Gastrophryninae,103298,Chiasmocleis,527541,Chiasmocleis albopunctata,NA,NA,,NA,"Boettger, 1885",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND246-21,MT583092,12718828,MAP_T4530,,"Mined from GenBank, NCBI",NA,BOLD:AEH6318,18,Chordata,50,Amphibia,219,Anura,80182,Dendrobatidae,112076,Colostethinae,169877,Ameerega,1058850,Ameerega sp. NMM-2011,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND265-21,MT804791,12718847,CFBH29525,,"Mined from GenBank, NCBI",NA,BOLD:ACF8917,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,751120,Cophomantinae,779987,Boana,962560,Boana caingua,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND305-21,MT804779,12718887,ZUFG3403,,"Mined from GenBank, NCBI",NA,BOLD:ACN4861,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,751120,Cophomantinae,779987,Boana,996451,Boana goiana,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND440-21,MT583118,12719022,MAP_T1769,,"Mined from GenBank, NCBI",NA,BOLD:ACF8110,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,101478,Hylinae,123207,Dendropsophus,487709,Dendropsophus melanargyreus,NA,NA,,NA,"Cope, 1887",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND513-21,MT583162,12719095,MAP4670,,"Mined from GenBank, NCBI",NA,BOLD:AEH5873,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,518638,Leiuperinae,34380,Physalaemus,484761,Physalaemus albonotatus,NA,NA,,NA,"Steindachner, 1864",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND575-21,MT162507,12719157,AAGUFU5052,,"Mined from GenBank, NCBI",NA,,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,397552,Adenomera,759128,Adenomera cotuba,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-13.7597,-48.3086,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND590-21,MT162518,12719172,AAGUFU2457,,"Mined from GenBank, NCBI",NA,BOLD:AEH6030,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,397552,Adenomera,759129,Adenomera juikitam,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-10.5474,-46.4092,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND61300-21,MZ079536,13661537,KZ3161,MZ079536,"Mined from GenBank, NCBI",NA,BOLD:ACG2163,18,Chordata,50,Amphibia,219,Anura,1384,Bufonidae,NA,,112082,Rhinella,112132,Rhinella granulosa,NA,NA,,NA,"Spix, 1824",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-12.5299,-41.5751,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND61313-21,MZ079522,13661550,MTCT1271,MZ079522,"Mined from GenBank, NCBI",NA,BOLD:ACG2163,18,Chordata,50,Amphibia,219,Anura,1384,Bufonidae,NA,,112082,Rhinella,112132,Rhinella granulosa,NA,NA,,NA,"Spix, 1824",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-5.60399,-38.5042,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND61489-21,MT671499,13661726,UFMG13126,MT671499,"Mined from GenBank, NCBI",NA,BOLD:AEL4408,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,751120,Cophomantinae,257800,Aplastodiscus,527584,Aplastodiscus cavicola,NA,NA,,NA,"Cruz and Peixoto, 1985",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND61657-21,MW284652,13661894,CFBH-20992,MW284652,"Mined from GenBank, NCBI",NA,BOLD:ACF7374,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,519344,Leptodactylus natalensis,NA,NA,,NA,"Lutz, 1930",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND61661-21,MW284730,13661898,CFBH39748,MW284730,"Mined from GenBank, NCBI",NA,BOLD:ACP5068,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,519344,Leptodactylus natalensis,NA,NA,,NA,"Lutz, 1930",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND61764-21,MZ079463,13662001,MTCT1278,MZ079463,"Mined from GenBank, NCBI",NA,BOLD:ACF9126,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,534451,Leptodactylus troglodytes,NA,NA,,NA,"Lutz, 1926",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-6.57865,-37.2557,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND61768-21,MZ079458,13662005,MTCT1324,MZ079458,"Mined from GenBank, NCBI",NA,BOLD:ACF9126,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,534451,Leptodactylus troglodytes,NA,NA,,NA,"Lutz, 1926",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-9.65111,-38.44,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND633-21,MT496294,12719215,HT2683,,"Mined from GenBank, NCBI",NA,BOLD:ACC6501,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,759193,Leptodactylus guianensis,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,3.4,-61.7,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND702-21,MT496385,12719284,MAP3582,,"Mined from GenBank, NCBI",NA,BOLD:ACA3497,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,494870,Leptodactylus latrans,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-21.3947,-42.1882,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND724-21,MT495960,12719306,AAGARDA07244,,"Mined from GenBank, NCBI",NA,BOLD:ACA3747,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,NA,,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-12.7713,-41.537,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND759-21,MT496537,12719341,UFMGT0613,,"Mined from GenBank, NCBI",NA,BOLD:ACA3747,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,NA,,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-20.1071,-43.4128,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMNF3041-22,MW243903,15278128,CHUFPB28289,MW243903,"Mined from GenBank, NCBI",NA,,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,101478,Hylinae,496085,Corythomantis,496086,Corythomantis greeningi,NA,NA,,NA,"Boulenger, 1896",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMNF3072-22,MW243941,15278159,CHUFPB30495,MW243941,"Mined from GenBank, NCBI",NA,,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,751119,Lophyohylinae,388504,Nyctimantis,NA,,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
OSTEO065-14,Ooop_CFBHT5714,4564357,CFBH16642,,"Universidade Estadual Paulista, Rio Claro",NA,BOLD:ACF2001,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,751119,Lophyohylinae,246602,Osteocephalus,502044,Osteocephalus oophagus,NA,NA,,NA,"Jungfer and Schiesari, 1995",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,Extraction J 2378,,2.962,-59.928,NA,NA,NA,NA,NA,NA,Brazil,Amazonas,Manaus,NA,Reserva Ducke,NA,,,NA,,NA,,,
GBAP10255-19,KU359492,9705631,,KU359492,University of Guelph,NA,,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,101478,Hylinae,182216,Scinax,502215,Scinax perereca,NA,NA,,NA,"Pombal, Haddad and Kasahara, 1995",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-22.53,-46.19,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBAP10263-19,KU359500,9705639,,KU359500,University of Guelph,NA,,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,101478,Hylinae,182216,Scinax,502215,Scinax perereca,NA,NA,,NA,"Pombal, Haddad and Kasahara, 1995",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-22.53,-46.19,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBAP10271-19,KU359508,9705647,,KU359508,University of Guelph,NA,,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,101478,Hylinae,182216,Scinax,502215,Scinax perereca,NA,NA,,NA,"Pombal, Haddad and Kasahara, 1995",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-22.53,-46.19,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBAP10457-19,KP999249,9705833,,KP999249,University of Guelph,NA,,18,Chordata,50,Amphibia,219,Anura,257745,Brachycephalidae,NA,,257746,Brachycephalus,257747,Brachycephalus ephippium,NA,NA,,NA,"Spix, 1824",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBAP10473-19,KJ649794,9705849,,KJ649794,University of Guelph,NA,,18,Chordata,50,Amphibia,219,Anura,257745,Brachycephalidae,NA,,257746,Brachycephalus,527516,Brachycephalus nodoterga,NA,NA,,NA,"Miranda-Ribeiro, 1920",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBAP10477-19,KJ649798,9705853,,KJ649798,University of Guelph,NA,,18,Chordata,50,Amphibia,219,Anura,257745,Brachycephalidae,NA,,257746,Brachycephalus,527516,Brachycephalus nodoterga,NA,NA,,NA,"Miranda-Ribeiro, 1920",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBAP12084-19,MG840899,9707460,,MG840899,"Mined from GenBank, NCBI",NA,BOLD:ACG3943,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,751120,Cophomantinae,779987,Boana,905029,Boana aff. semilineata sp. 3 PP-2018,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBAP14590-19,MG799634,9709966,,MG799634,University of Guelph,NA,,18,Chordata,50,Amphibia,219,Anura,201883,Cycloramphidae,NA,,81122,Thoropa,81123,Thoropa miliaris,NA,NA,,NA,"Spix, 1824",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBAP14593-19,MG799650,9709969,,MG799650,University of Guelph,NA,,18,Chordata,50,Amphibia,219,Anura,201883,Cycloramphidae,NA,,81122,Thoropa,81123,Thoropa miliaris,NA,NA,,NA,"Spix, 1824",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBAP14605-19,MG799655,9709981,,MG799655,University of Guelph,NA,,18,Chordata,50,Amphibia,219,Anura,201883,Cycloramphidae,NA,,81122,Thoropa,81123,Thoropa miliaris,NA,NA,,NA,"Spix, 1824",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBAP14651-19,MG969926,9710027,,MG969926,University of Guelph,NA,,18,Chordata,50,Amphibia,219,Anura,112055,Centrolenidae,224935,Centroleninae,484785,Vitreorana,494886,Vitreorana uranoscopa,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-27.613,-53.497,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBAP14655-19,MG969930,9710031,,MG969930,University of Guelph,NA,,18,Chordata,50,Amphibia,219,Anura,112055,Centrolenidae,224935,Centroleninae,484785,Vitreorana,494886,Vitreorana uranoscopa,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-27.629,-51.486,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
